1,1,796
2,2,797
3,3,803
4,4,808
5,5,812
6,6,815
7,7,819
8,8,823
9,9,829
10,10,833
11,11,837
12,12,837
13,13,841
14,14,843
15,15,844
16,16,847
17,17,848
18,18,848
19,19,852
20,20,856
21,21,861
22,22,864
23,23,867
24,24,868
25,25,871
26,26,874
27,27,876
28,28,878
29,29,884
30,30,888
31,31,888
32,32,888
33,33,889
34,34,890
35,35,890
36,36,888
37,37,887
38,38,884
39,39,884
40,40,883
41,41,887
42,42,891
43,43,888
44,44,888
45,45,889
46,46,892
47,47,890
48,48,893
49,49,894
50,50,891
51,51,890
52,52,887
53,53,886
54,54,892
55,55,895
56,56,891
57,57,892
58,58,890
59,59,894
60,60,894
61,61,892
62,62,894
63,63,897
64,64,897
65,65,899
66,66,897
67,67,898
68,68,900
69,69,902
70,70,905
71,71,904
72,72,905
73,73,909
74,74,911
75,75,916
76,76,920
77,77,918
78,78,919
79,79,919
80,80,920
81,81,918
82,82,923
83,83,922
84,84,924
85,85,928
86,86,935
87,87,937
88,88,939
89,89,940
90,90,941
91,91,944
92,92,942
93,93,944
94,94,941
95,95,940
96,96,942
97,97,942
98,98,944
99,99,941
100,100,946
101,101,947
102,102,951
103,103,954
104,104,958
105,105,957
106,106,956
107,107,957
108,108,956
109,109,952
110,110,952
111,111,952
112,112,953
113,113,952
114,114,953
115,115,951
116,116,951
117,117,949
118,118,952
119,119,951
120,120,952
121,121,954
122,122,949
123,123,949
124,124,952
125,125,953
126,126,956
127,127,957
128,128,952
129,129,956
130,130,959
131,131,957
132,132,958
133,133,958
134,134,959
135,135,959
136,136,959
137,137,959
138,138,957
139,139,958
140,140,957
141,141,958
142,142,960
143,143,963
144,144,965
145,145,970
146,146,966
147,147,965
148,148,965
149,149,966
150,150,967
151,151,968
152,152,968
153,153,967
154,154,964
155,155,966
156,156,968
157,157,963
158,158,964
159,159,961
160,160,957
161,161,961
162,162,956
163,163,953
164,164,951
165,165,951
166,166,949
167,167,950
168,168,946
169,169,947
170,170,949
171,171,958
172,172,956
173,173,955
174,174,952
175,175,948
176,176,952
177,177,959
178,178,960
179,179,959
180,180,961
181,181,962
182,182,961
183,183,961
184,184,960
185,185,965
186,186,970
187,187,969
188,188,968
189,189,970
190,190,971
191,191,970
192,192,970
193,193,971
194,194,970
195,195,968
196,196,969
197,197,968
198,198,967
199,199,968
200,200,968
201,201,968
202,202,964
203,203,963
204,204,963
205,205,965
206,206,964
207,207,963
208,208,963
209,209,960
210,210,959
211,211,957
212,212,964
213,213,967
214,214,966
215,215,964
216,216,962
217,217,963
218,218,964
219,219,965
220,220,968
221,221,966
222,222,965
223,223,972
224,224,973
225,225,969
226,226,965
227,227,963
228,228,965
229,229,966
230,230,962
231,231,961
232,232,962
233,233,958
234,234,959
235,235,960
236,236,955
237,237,957
238,238,961
239,239,961
240,240,963
241,241,964
242,242,962
243,243,955
244,244,958
245,245,961
246,246,960
247,247,957
248,248,956
249,249,953
250,250,953
251,251,955
252,252,958
253,253,959
254,254,968
255,255,970
256,256,972
257,257,972
258,258,972
259,259,969
260,260,969
261,261,970
262,262,971
263,263,973
264,264,973
265,265,981
266,266,985
267,267,985
268,268,984
269,269,990
270,270,998
271,271,994
272,272,990
273,273,991
274,274,992
275,275,988
276,276,994
277,277,996
278,278,991
279,279,988
280,280,989
281,281,988
282,282,989
283,283,987
284,284,989
285,285,987
286,286,987
287,287,984
288,288,986
289,289,988
290,290,987
291,291,986
292,292,984
293,293,981
294,294,980
295,295,981
296,296,981
297,297,990
298,298,988
299,299,985
300,300,984
301,301,983
302,302,990
303,303,991
304,304,989
305,305,989
306,306,992
307,307,990
308,308,990
309,309,992
310,310,999
311,311,999
312,312,1000
313,313,1005
314,314,1007
315,315,1009
316,316,1006
317,317,1007
318,318,1002
319,319,999
320,320,1008
321,321,1005
322,322,1011
323,323,1010
324,324,1008
325,325,1005
326,326,1011
327,327,1011
328,328,1011
329,329,1010
330,330,1008
331,331,1014
332,332,1020
333,333,1021
334,334,1021
335,335,1020
336,336,1022
337,337,1017
338,338,1022
339,339,1022
340,340,1023
341,341,1021
342,342,1023
343,343,1023
344,344,1021
345,345,1029
346,346,1029
347,347,1029
348,348,1031
349,349,1032
350,350,1031
351,351,1032
352,352,1031
